,Country_of_Origin,Farm_Name,Mill,Company,Region,Producer,Number_of_Bags,Bag_Weight,In-Country_Partner,Owner,Variety,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Overall,Total_Cup_Points,Moisture_Percentage,Category_One_Defects,Quakers,Color,Category_Two_Defects
1370,Guatemala,Varias Fincas,Varios Beneficios,"Peter Schoenfeld, S.A.",Huehuetenango,Varios Productores,600,30.0,Asociacion Nacional Del Café,Yesica Alejandra Martìnez Vàsquez,Caturra,Washed / Wet,7.67,8.0,7.67,7.83,7.92,7.67,10.0,10.0,10.0,7.92,84.67,0.11,0,0.0,green,1
1371,Guatemala,SAN RAFAEL URIAS VALDES,ECO COFFEE,"VALBROS, S. A.",ANTIGUA GUATEMALA,"VALBROS, S. A.",66,30.0,Asociacion Nacional Del Café,Angelica Paola Citan Lopez,Bourbon,Natural / Dry,7.83,8.0,7.67,7.83,7.75,7.75,10.0,10.0,10.0,7.83,84.67,0.11,0,3.0,yellow-green,2
1372,Costa Rica,Gamboa Farm,Beneficio Montañas del Diamante,CECA S.A.,Tarrazu,Martin Gutierrez,260,69.0,Specialty Coffee Association of Costa Rica,Joselyn Morales Quesada,Caturra,Washed / Wet,7.58,7.83,7.5,7.67,7.83,7.67,10.0,10.0,10.0,8.58,84.67,0.11,0,1.0,green,2
1373,Taiwan,羅馬8號莊園,羅馬8號莊園,Taiwu Coffee Cooperative,新竹縣,羅政宏,1,16.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Typica,Pulped natural / honey,7.83,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.58,0.11,0,0.0,green,0
1374,Taiwan,大鋤花間(Dachu Coffee Estate),大鋤花間(Dachu Coffee Estate),Taiwan Coffee Laboratory,"( Dongshan Dist., Tainan City)","郭雅聰（KUO,YA-TSUNG）",16,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,"KUO, YA-TSUNG",Gesha,Pulped natural / honey,8.17,7.83,7.67,7.83,7.67,7.67,10.0,10.0,10.0,7.75,84.58,0.11,0,0.0,green,0
1375,Nicaragua,Finca Las Dos Marias,"Compare Coperativo Condega, Esteli, Nicaragua",NicaNoLA Coffee,ESTELI,NicaNoLA Coffee,74,45.0,Specialty Coffee Association,rene j alcebo,Other,Natural / Dry,7.92,7.75,7.67,7.67,7.83,7.75,10.0,10.0,10.0,8.0,84.58,0.11,1,0.0,green,2
1376,Taiwan,雅慕伊咖啡莊園,雅慕伊咖啡莊園,Taiwan Coffee Laboratory,Chiayi,浦瀚文,1,80.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Pu Han Wen,Gesha,Washed / Wet,8.08,7.83,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.92,84.58,0.11,0,0.0,green,2
1377,Taiwan,名陽園,名陽園,Taiwan Coffee Laboratory,Chiayi,王政淵,1,104.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,SL34,Natural / Dry,7.83,8.0,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.92,84.58,0.11,0,0.0,green,0
1378,Vietnam,CupnCare,CupnCare,Taiwan Coffee Laboratory,Quang Tri,TONG PHUC LAM TRADING SERVICES COMPANY LIMITED,3,5.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,Catimor,Natural / Dry,8.0,7.83,7.75,7.67,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.11,0,0.0,brown,0
1379,Costa Rica,La Cumbre,La Montana Tarrazu MIll,Coffee Quality Union,"Los Santos,Tarrazu",Santa Maria de Dota,1,22.0,Japan Coffee Exchange,Coffee Quality Union,Gesha,Washed / Wet,7.75,7.83,7.67,7.83,7.75,7.75,10.0,10.0,10.0,7.92,84.5,0.11,0,1.0,green,0
1380,Taiwan,苗55咖啡莊園,苗55咖啡莊園,Taiwu Coffee Cooperative,苗栗縣,李鴻儀,1,300.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Other,Pulped natural / honey,7.75,7.92,7.83,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.5,0.11,0,0.0,blue-green,0
1381,Honduras,La Cuchilla,Global Coffee,Mercon Honduras,"Centro, Lagunetillas-Ajuterique, Comayagua",Jose Nahum Maldonado,340,69.0,Instituto Hondureño del Café,Comercial Internacional de Granos de Honduras SA de CV,Catuai,Washed / Wet,7.83,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.5,0.11,0,0.0,green,3
1382,Ethiopia,TRACON TRADING PLC,5.2Ha,Tracon Trading PLC,Ethiopia,TRACON TRADING PLC,584,30.0,Blossom Valley International宸嶧國際,李晓斐 LI XIAO FEI,Ethiopian Heirlooms,Washed / Wet,7.92,7.83,7.75,7.92,7.58,7.67,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,green,9
1383,Taiwan,917農場 (917 Farm),917農場 (917 Farm),Taiwan Coffee Laboratory,玉里鎮Yuli Township,黃怡瑄 Huang Yi-xuan,1,20.0,Taiwan Coffee Laboratory 台灣咖啡研究室,黃怡瑄,Typica,Natural / Dry,8.08,7.92,7.75,7.83,7.5,7.58,10.0,10.0,10.0,7.83,84.5,0.11,0,0.0,green,0
1384,Taiwan,皇庭咖啡莊園,皇庭咖啡莊園,Taiwan Coffee Laboratory,Yunlin,陳榮豐,1,100.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Washed / Wet,7.83,8.0,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.83,84.42,0.11,0,0.0,blue-green,1
1385,Guatemala,Finca Alta Luz,Other,"Retrillas del pacifico, s.a.",Huehuetenango,Maria de los Angeles Perez,600,30.0,Asociacion Nacional Del Café,Yesica Alejandra Martìnez Vàsquez,Bourbon,Washed / Wet,7.67,7.83,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.75,84.33,0.11,0,1.0,green,5
1386,United States (Hawaii),Miranda's Farm,Greenwell,Taiwan Coffee Laboratory,Ka'u district of Big Island,Jose & Berta Miranda,10,10.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,Catuai,Washed / Wet,7.92,7.83,7.75,7.92,7.5,7.67,10.0,10.0,10.0,7.75,84.33,0.11,3,0.0,yellow-green,7
1387,Ethiopia,Bisrat Melaku Washing Station,Washing Station,Tadesse Desta import export,Addis Ababa,Bisrat Melaku,320,60.0,METAD Agricultural Development plc,Tadesse Desta,Ethiopian Heirlooms,Natural / Dry,7.83,7.75,7.58,7.92,8.0,7.5,10.0,10.0,10.0,7.75,84.33,0.11,0,5.0,yellow-green,4
1388,El Salvador,San Nicolas,San Nicolas,Taiwan Coffee Laboratory,Chalatenango,various producers,20,30.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,Pacamara,Pulped natural / honey,7.83,7.83,7.83,7.83,7.67,7.67,10.0,10.0,10.0,7.67,84.33,0.11,0,0.0,brown,4
1389,Colombia,Asociacion Tayronaca,Trilladora Santa Tirsa,Sucafina NA,Sierra Nevada de Santa Marta,Grupo Tap,275,70.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Sucafina Colombia SAS,Other,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.67,10.0,10.0,10.0,7.83,84.33,0.11,0,0.0,green,1
1390,Indonesia,"Lintong Nihuta/Dolok Sanggul,Sumatera Utara","Lintong Nihuta/Dolok Sanggul,Sumatera Utara",Coffee Quality Union,"Lintong Nihuta/Dolok Sanggul,Sumatera Utara","Lintong Nihuta/Dolok Sanggul,Sumatera Utara",1,60.0,Japan Coffee Exchange,Coffee Quality Union,Other,Other,7.67,7.67,7.83,7.83,7.67,7.75,10.0,10.0,10.0,7.83,84.25,0.11,0,1.0,blue-green,1
1391,Guatemala,San jose del lago,San jose del lago,"Peter Schoenfeld, S.A.",Atitlán,"Cafetalera Paquim, S.A.",55,30.0,Asociacion Nacional Del Café,Yesica Alejandra Martìnez Vàsquez,Typica,Washed / Wet,7.58,7.92,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.75,84.25,0.11,0,0.0,green,1
1392,Other,Mandroso,On the farm (mechanical huller and polisher / sorting by hand),Vao Vao Sarl,Itasy,Marc Dumont,5,60.0,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Marc Dumont,Bourbon,Washed / Wet,7.92,7.92,7.58,7.75,7.58,7.67,10.0,10.0,10.0,7.83,84.25,0.11,0,0.0,blue-green,0
1393,Honduras,La Cuchilla,Global Coffee,Mercon Honduras,"Centro, Lagunetillas-Ajuterique, Comayagua",Jose Nahum Maldonado,345,30.0,Instituto Hondureño del Café,Comercial Internacional de Granos de Honduras SA de CV,Catuai,Washed / Wet,7.75,7.75,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.75,84.17,0.11,0,0.0,green,2
1394,Guatemala,san francisco cotzal,"inmobiliaria e inversiones dos mil, s.a.","inmobiliaria e inversiones dos mil, s.a.",quiche,san francisco cotzal,275,69.0,Asociacion Nacional Del Café,Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.58,7.92,7.58,7.83,7.75,7.67,10.0,10.0,10.0,7.75,84.08,0.11,0,3.0,green,2
1395,Taiwan,竹崙子莊園,竹崙子莊園,Taiwu Coffee Cooperative,新北市,邱建明,1,110.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Other,Pulped natural / honey,7.83,7.92,7.83,7.58,7.58,7.67,10.0,10.0,10.0,7.67,84.08,0.11,0,0.0,green,2
1396,Taiwan,元富咖啡莊園,元富咖啡莊園,Taiwan Coffee Laboratory,Yunlin,李泓錡,1,80.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,7.92,7.75,7.67,7.75,7.75,8.0,9.33,10.0,10.0,7.92,84.08,0.11,0,0.0,yellow-green,0
1397,Guatemala,varias fincas,El Trèbol/Lìnea Gourmet,"Peter Schoenfeld, S.A.",Oriente Santa rosa,varios productores,430,30.0,Asociacion Nacional Del Café,Yesica Alejandra Martìnez Vàsquez,Caturra,Washed / Wet,7.67,7.83,7.67,7.83,7.75,7.67,10.0,10.0,10.0,7.67,84.08,0.11,0,1.0,green,2
1398,Guatemala,varias fincas,El Trebol/Linea Gourmet,"Peter Schoenfeld, S.A.",Sierra de las minas,varios productores,200,30.0,Asociacion Nacional Del Café,Yesica Alejandra Martìnez Vàsquez,Caturra,Washed / Wet,7.67,7.92,7.67,7.75,7.67,7.58,10.0,10.0,10.0,7.75,84.0,0.11,0,2.0,green,2
1399,Honduras,finca de la casa,De la casa,Taiwan Coffee Laboratory,"San Andrés, Lempira",Irma Consuelo Bonilla Hernandez,16,30.0,Taiwan Coffee Laboratory 台灣咖啡研究室,"Kao,SIng-jay",Typica,Pulped natural / honey,7.75,7.75,7.75,7.67,7.75,7.67,10.0,10.0,10.0,7.67,84.0,0.11,0,0.0,green,0
1400,"Tanzania, United Republic Of",KONGONI ESTATE,RAFIKI MILL,C.DORMAN SEZ LTD,ARUSHA,DORMAN (T) LTD,200,60.0,Kenya Coffee Traders Association,Gilbert Maina,Bourbon,Washed / Wet,7.58,7.67,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.0,0.11,0,0.0,green,3
1401,Ethiopia,Ecom Agroindustrial,Beneficio humedo,Descafeinadores Mexicano SA. de CV,Sidama,Ecom Agroindustrial,300,60.0,Centro Agroecológico del Café A.C.,Descafeinadores Mexicanos S.A de C.V,Ethiopian Heirlooms,Washed / Wet,8.0,7.75,7.5,7.67,7.67,7.67,10.0,10.0,10.0,7.75,84.0,0.11,1,1.0,green,1
1402,"Tanzania, United Republic Of",MASHIMA AMCOS,GOURMET COFFEE MILL,DORMAN (T) LTD,KILIMANJARO,DORMAN,320,60.0,Kenya Coffee Traders Association,Gilbert Maina,Bourbon,Washed / Wet,7.75,7.58,7.58,7.92,7.67,7.75,10.0,10.0,10.0,7.75,84.0,0.11,0,0.0,green,2
1403,Colombia,COO,Laumayer Armenia,InterAmerican Coffee,Huila,Cooperativa Central de Caficultores del Huila,275,70.0,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),Charles Umeano,Caturra,Washed / Wet,7.67,7.83,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.0,0.11,0,2.0,green,3
1404,Costa Rica,Gamboa Farm,Beneficio Montañas del Diamante,CECA S.A.,Tarrazu,Martin Gutierrez,250,35.0,Specialty Coffee Association of Costa Rica,Joselyn Morales Quesada,Caturra,Washed / Wet,7.67,7.92,7.58,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.92,0.11,0,0.0,green,2
1405,Guatemala,El Morito,Sube,Taiwan Coffee Laboratory,New Oriente,Various producers,1,15.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,Gesha,Natural / Dry,7.83,7.83,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.75,83.92,0.11,0,0.0,green,0
1406,Guatemala,San jose del lago,San jose del lago,"Peter Schoenfeld, S.A.",Atitlán,"Cafetalera Paquim, S.A.",35,30.0,Asociacion Nacional Del Café,Yesica Alejandra Martìnez Vàsquez,Bourbon,Washed / Wet,7.58,7.83,7.58,7.75,7.67,7.75,10.0,10.0,10.0,7.75,83.92,0.11,0,1.0,green,2
1407,Thailand,Baan San Charoen,Baan San Charoen,Coffee Quality Union,Nan,Phaibul Kitcharoen,1,30.0,Japan Coffee Exchange,Coffee Quality Union,Catimor,Natural / Dry,7.75,7.67,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.75,83.92,0.11,0,0.0,yellow,3
1408,Colombia,Other,"Racafé & CIA S.C.A, Km 5 Vía Pereira",Marubeni Corporation,Pereira,RACAFE & CIA SCA,375,70.0,Japan Coffee Exchange,Ikuto Uehara,Other,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,83.83,0.11,0,1.0,green,1
1409,Guatemala,FINCA ALTA LUZ,Other,"RETRILLAS DEL PACIFICO, S. A.",HUEHUETENANGO,MARIA DE LOS ANGELES PEREZ,600,30.0,Asociacion Nacional Del Café,Angelica Paola Citan Lopez,Other,Natural / Dry,7.58,7.83,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.83,0.11,0,0.0,green,4
1410,Guatemala,SAN RAFAEL URIAS VALDES,"BENEFICIO SANTA RITA, S. A.",Asociación Nacional del Cafe,ANTIGUA GUATEMALA,"VALBROS, S. A.",635,30.0,Asociacion Nacional Del Café,Angelica Paola Citan Lopez,Bourbon,Washed / Wet,7.58,7.92,7.5,7.67,7.75,7.67,10.0,10.0,10.0,7.75,83.83,0.11,0,1.0,green,4
1411,Ethiopia,Gerbicho Lela Cooperative,Sidama Coffee Farmers Cooperative Union,Taylor Winch Coffee Ltd,Sidama,Sidama Coffee Farmers Cooperative Union,100,60.0,Kenya Coffee Traders Association,Taylor Winch (Coffee) Ltd.,Ethiopian Heirlooms,Washed / Wet,7.83,7.67,7.5,7.92,7.5,7.67,10.0,10.0,10.0,7.75,83.83,0.11,0,0.0,green,12
1412,Colombia,N / A,Trilladora Popayán,ECOM COLOMBIA,Cauca,Regional producers,285,70.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,Raúl Vargas,Caturra,Washed / Wet,7.92,7.75,7.42,7.58,7.92,7.67,10.0,10.0,10.0,7.58,83.83,0.11,2,5.0,green,5
1413,United States (Hawaii),various farms,Aloha Hills Kona Coffee,Taiwan Coffee Laboratory,Ka'u,Isla Custom Coffees,4,15.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,Typica,Washed / Wet,7.67,7.92,7.58,7.58,7.58,7.75,10.0,10.0,10.0,7.75,83.83,0.11,0,3.0,green,3
1414,Colombia,La Gallera,La Gallera,Taiwan Coffee Laboratory,Tolima,Oscar Javier Paez & Family,40,35.0,Taiwan Coffee Laboratory 台灣咖啡研究室,PeiHsun Lin,Other,Pulped natural / honey,7.67,7.92,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.58,83.75,0.11,0,0.0,green,1
1415,Mexico,Finca Custepec,exportadora de cafe california,Exportadora Café California,Chiapas,Armando Pohlenz,600,30.0,Centro Agroecológico del Café A.C.,ANDREAS KUSSMAUL,Other,Washed / Wet,7.67,7.67,7.58,7.67,7.83,7.58,10.0,10.0,10.0,7.75,83.75,0.11,4,0.0,green,12
1416,Colombia,Other,Other,Coffee Quality Institute,Other,Other,1,1.0,Barista and Coffee Academy of Asia,Coffee Quality Institute,Other,Other,7.83,7.75,7.5,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.67,0.11,1,0.0,green,9
1417,Taiwan,永舜咖啡莊園,yes,Yongshun,"Caoling , Gukeng Township, Yunlin County",蘇甘永,50,2.0,Blossom Valley International宸嶧國際,Yongshun,SL34,Washed / Wet,7.67,7.67,7.75,7.75,7.5,7.67,10.0,10.0,10.0,7.67,83.67,0.11,0,0.0,blue-green,0
1418,Other,Aromatic,Aromatic,Taiwan Coffee Laboratory,South Shan State,Lim,100,30.0,Taiwan Coffee Laboratory 台灣咖啡研究室,PeiHsun Lin,Other,Natural / Dry,7.83,7.83,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.67,0.11,0,1.0,yellow,1
1419,Taiwan,恆珊農場,恆珊農場,Taiwu Coffee Cooperative,新竹縣,羅以珊,1,13.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Other,Pulped natural / honey,7.58,7.75,7.67,7.83,7.5,7.67,10.0,10.0,10.0,7.67,83.67,0.11,0,0.0,green,0
1420,Honduras,Maria Bonita,"Cafe Organic Marcala, S.A. (COMSA)",Taiwan Coffee Laboratory,"San Jose, La Paz",Pedro Turcios,9,15.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,Other,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.67,83.67,0.11,0,2.0,yellow,1
1421,Taiwan,正源咖啡,正源咖啡,Taiwu Coffee Cooperative,新竹縣,彭文正,1,10.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Other,Natural / Dry,7.58,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58,0.11,0,0.0,green,0
1422,Taiwan,宋明光	蝙蝠洞莊園	蝙蝠洞莊園,宋明光	蝙蝠洞莊園	蝙蝠洞莊園,Taiwu Coffee Cooperative,新竹縣,宋明光,1,10.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Typica,Pulped natural / honey,7.58,7.75,7.58,7.75,7.58,7.67,10.0,10.0,10.0,7.67,83.58,0.11,0,0.0,green,0
1423,Guatemala,SAN FRANCISCO COTZAL,"INMOBILIARIA E INVERSIONES DOS MIL, S. A.",Asociación Nacional del Cafe,QUICHE,SAN FRANCISCO COTZAL,275,69.0,Asociacion Nacional Del Café,Angelica Paola Citan Lopez,Caturra,Washed / Wet,7.58,7.83,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.75,83.58,0.11,0,2.0,green,4
1424,Honduras,varias,Beneficio seco,Cafe Organico Marcala S.A de C.V.,Marcala,comsa,260,69.0,Instituto Hondureño del Café,Eliud Hernandez Gonzales,Other,Washed / Wet,7.75,7.67,7.58,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.5,0.11,0,1.0,green,5
1425,Colombia,La fortaleza,Trilladora Pubenza,Cafe Colsuaves,Popayán Cauca,La fortaleza,600,30.0,ASOCIACIÓN COLOMBIANA PARA LA EXCELENCIA DEL CAFE,pablo velosa,Caturra,Washed / Wet,7.75,7.75,7.5,7.58,7.83,7.5,10.0,10.0,10.0,7.58,83.5,0.11,0,0.0,blue-green,2
1426,Thailand,Doi Tung Development Project,Dry Mill,Doi Tung Development Project,North of Thailand,Doi Tung Development Project,2,1.0,FABB Academy of Coffee,Doi Tung Development Project,Bourbon,Washed / Wet,7.42,7.83,7.58,7.67,7.67,7.75,10.0,10.0,10.0,7.58,83.5,0.11,0,0.0,green,0
1427,Ethiopia,YHAENU PLC FARM,GUJI COFFEE EXPORT P.L.C,yhaenu plc,OROMIA,YHAENU PLC,320,19200.0,METAD Agricultural Development plc,YHAENU PLC,Ethiopian Heirlooms,Washed / Wet,7.42,7.42,7.42,8.0,7.92,7.67,10.0,10.0,10.0,7.67,83.5,0.11,0,1.0,green,11
1428,Thailand,Doi Nan,Doi Nan,Coffee Quality Union,Suan Ya Lung,Chalerm,5,2.0,Japan Coffee Exchange,Coffee Quality Union,Java,Washed / Wet,7.67,7.67,7.5,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42,0.11,0,2.0,green,0
1429,Uganda,Bugisu Shamba,Kawacom,Kawacom uganda LTD,Mt Elgon,Kawacom Uganda Ltd,150,60.0,Uganda Coffee Development Authority,Kawacom Uganda LTD,SL14,Washed / Wet,7.75,7.75,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.75,83.42,0.11,0,0.0,green,3
1430,Taiwan,香香久溢咖啡莊園,香香久溢咖啡莊園,Taiwan Coffee Laboratory,Chiayi,吳昭昀,1,40.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Wu Jhao Yun,SL34,Washed / Wet,7.75,7.92,7.67,7.92,7.75,7.83,8.67,10.0,10.0,7.92,83.42,0.11,0,0.0,blue-green,0
1431,Uganda,Masereka William,Dry Mill,Kyagalanyi Coffee Limited,Rwenzori,Kyagalanyi coffee limited,320,60.0,Uganda Coffee Development Authority,KYAGALANYI COFFEE LIMITED,SL14,Washed / Wet,7.75,7.67,7.58,7.5,7.67,7.5,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,green,5
1432,Taiwan,四分子道,四分子道,Taiwu Coffee Cooperative,新竹縣,林士傑,1,8.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Typica,Pulped natural / honey,7.58,7.67,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.75,83.33,0.11,0,0.0,green,0
1433,Guatemala,MI CAFECITO & LA PROVIDENCIA,MI CAFECITO + AGUA SANTA LA PROVIDENCIA + AGUA SANTA,Mr.Brown Cafe,NEW ORIENTE & HUEHUETENANGO,500 PRODUCERS,320,60.0,Taiwan Coffee Laboratory 台灣咖啡研究室,MR.BROWN CAFE,Other,Washed / Wet,7.5,7.75,7.58,7.75,7.67,7.58,10.0,10.0,10.0,7.5,83.33,0.11,0,0.0,green,0
1434,Taiwan,木華莊園,木華莊園,Taiwu Coffee Cooperative,桃園市,簡進財,1,80.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Typica,Washed / Wet,7.58,7.67,7.58,7.75,7.42,7.58,10.0,10.0,10.0,7.75,83.33,0.11,0,0.0,green,1
1435,Colombia,El Laurel,Hulling facility,Minka coffee company LTD,Sierra Nevada de Santa Marta,Eric SELLIN,2,1.0,FABB Academy of Coffee,piradaPKPL,Caturra,Washed / Wet,7.67,7.67,7.42,7.75,7.5,7.75,10.0,10.0,10.0,7.58,83.33,0.11,0,0.0,green,0
1436,Costa Rica,Gamboa Farm,Beneficio Montañas del Diamante,CECA S.A.,Tarrazu,Martin Gutierrez,320,69.0,Specialty Coffee Association of Costa Rica,Joselyn Morales Quesada,Caturra,Washed / Wet,7.58,7.75,7.42,7.67,7.5,7.75,10.0,10.0,10.0,7.67,83.33,0.11,0,0.0,green,3
1437,Taiwan,東泓咖啡莊園,東泓咖啡莊園,Taiwan Coffee Laboratory,Yunlin,陳善東,1,100.0,Taiwan Coffee Laboratory 台灣咖啡研究室,CHEN SHAN DONG 陳善東,SL34,Washed / Wet,7.75,7.83,7.58,7.58,7.58,7.5,10.0,10.0,10.0,7.5,83.33,0.11,0,0.0,blue-green,1
1438,Thailand,Doi Tung Development Project,Dry Mill,Doi Tung Development Project,North of Thailand,Doi Tung Development Project,2,1.0,FABB Academy of Coffee,Doi Tung Development Project,Typica,Washed / Wet,7.92,7.92,7.75,7.33,7.58,7.5,10.0,10.0,10.0,7.33,83.33,0.11,0,0.0,yellow-green,16
1439,"Tanzania, United Republic Of",MASHIMA AMCOS,GOURMET COFFEE MILL,DORMAN TANZANIA LTD,KILIMANJARO,DORMAN TANZANIA LTD,320,60.0,Kenya Coffee Traders Association,Gilbert Maina,Bourbon,Washed / Wet,7.92,7.67,7.42,7.5,7.67,7.58,10.0,10.0,10.0,7.5,83.25,0.11,0,0.0,green,8
1440,Brazil,Fazenda Conquista e Capoeirinha,Dry mill,Ipanema Coffees,Sul de Minas,Ipanema Agrícola SA,960,60.0,Brazil Specialty Coffee Association,Ipanema Coffees,Mundo Novo,Natural / Dry,7.58,7.5,7.5,7.83,7.67,7.5,10.0,10.0,10.0,7.67,83.25,0.11,0,0.0,green,4
1441,Taiwan,棒棒有機農場,棒棒有機農場,Taiwu Coffee Cooperative,苗栗縣,林木青,1,320.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Other,Washed / Wet,7.75,7.75,7.58,7.67,7.42,7.5,10.0,10.0,10.0,7.58,83.25,0.11,0,0.0,green,1
1442,Colombia,Buenos Aires,Buenos Aires,Coffee Quality Union,Quindio,Chucho Bedoya,2,12.0,Japan Coffee Exchange,Coffee Quality Union,Other,Other,7.67,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.5,83.25,0.11,0,0.0,brown,2
1443,Honduras,La Bendicion,"COMSA (Cafe Organic Marcala, S.A)",Taiwan Coffee Laboratory,"Marcala, La Paz",Joaquin Suazo,9,15.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwan Coffee Laboratory 台灣咖啡研究室,Other,Washed / Wet,7.67,7.75,7.67,7.58,7.5,7.58,10.0,10.0,10.0,7.5,83.25,0.11,0,0.0,blue-green,3
1444,Honduras,varias,Beneficio seco,Cafe Organico Marcala S.A de C.V.,Marcala,comsa,260,69.0,Instituto Hondureño del Café,Eliud Hernandez Gonzales,Catuai,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.25,0.11,0,1.0,green,5
1445,Taiwan,蜜多莊園,蜜多莊園,Taiwu Coffee Cooperative,新竹縣,張新榮,1,16.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Typica,Natural / Dry,7.75,7.75,7.5,7.75,7.5,7.42,10.0,10.0,10.0,7.5,83.17,0.11,0,0.0,green,2
1446,Taiwan,迎曦山丘,迎曦山丘,Taiwu Coffee Cooperative,苗栗縣,翁召安,1,100.0,Taiwan Coffee Laboratory 台灣咖啡研究室,Taiwu,Other,Washed / Wet,7.67,7.67,7.5,7.58,7.58,7.5,10.0,10.0,10.0,7.67,83.17,0.11,0,0.0,blue-green,0
1447,Other,Nongluang Bolaven Plateau,Dao Heuang Group,Dao Heuang Group,"Nongluang Bolaven Plateau, Champasack, Lao PDR",Dao Heuang Group,26,60.0,Specialty Coffee Association of Indonesia,Dao Heuang Group,Catimor,Natural / Dry,7.67,7.75,7.33,7.67,7.58,7.5,10.0,10.0,10.0,7.58,83.08,0.11,0,0.0,brown,7
